household_key,COMMODITY_DESC,filter_reason,reference_week
392,MEAT - SHELF STABLE,recent_purchase,46
392,MISC. DAIRY,recent_purchase,46
392,ONIONS,recent_purchase,46
392,ORAL HYGIENE PRODUCTS,recent_purchase,46
392,PEPPERS-ALL,recent_purchase,46
392,POTATOES,recent_purchase,46
392,PROCESSED,recent_purchase,46
392,SALD DRSNG/SNDWCH SPRD,recent_purchase,46
392,SOFT DRINKS,recent_purchase,46
392,SOUP,recent_purchase,46
392,VEGETABLES - ALL OTHERS,recent_purchase,46
392,VEGETABLES - SHELF STABLE,recent_purchase,46
392,VEGETABLES SALAD,recent_purchase,46
393,BAG SNACKS,recent_purchase,46
393,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
393,BAKED SWEET GOODS,recent_purchase,46
393,BAKING MIXES,recent_purchase,46
393,BEANS - CANNED GLASS & MW,recent_purchase,46
393,CAT FOOD,recent_purchase,46
393,CHEESE,recent_purchase,46
393,COLD CEREAL,recent_purchase,46
393,CONDIMENTS/SAUCES,recent_purchase,46
393,COOKIES/CONES,recent_purchase,46
393,FLUID MILK PRODUCTS,recent_purchase,46
393,FROZEN MEAT,recent_purchase,46
393,FROZEN PIZZA,recent_purchase,46
393,FRZN BREAKFAST FOODS,recent_purchase,46
393,FRZN POTATOES,recent_purchase,46
393,HEAT/SERVE,recent_purchase,46
393,ICE CREAM/MILK/SHERBTS,recent_purchase,46
393,LUNCHMEAT,recent_purchase,46
393,MAGAZINE,recent_purchase,46
393,MEAT - MISC,recent_purchase,46
393,MILK BY-PRODUCTS,recent_purchase,46
393,MOLASSES/SYRUP/PANCAKE MIXS,recent_purchase,46
393,PNT BTR/JELLY/JAMS,recent_purchase,46
393,SALADS/DIPS,recent_purchase,46
393,SALD DRSNG/SNDWCH SPRD,recent_purchase,46
393,SOFT DRINKS,recent_purchase,46
393,SOUP,recent_purchase,46
393,WAREHOUSE SNACKS,recent_purchase,46
394,BABY FOODS,recent_purchase,46
394,BAG SNACKS,recent_purchase,46
394,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
394,BEEF,recent_purchase,46
394,CANNED JUICES,recent_purchase,46
394,CARROTS,recent_purchase,46
394,CHEESE,recent_purchase,46
394,CHEESES,recent_purchase,46
394,CHICKEN,recent_purchase,46
394,COLD CEREAL,recent_purchase,46
394,CONDIMENTS/SAUCES,recent_purchase,46
394,COUPON/MISC ITEMS,recent_purchase,46
394,DELI MEATS,recent_purchase,46
394,DRY NOODLES/PASTA,recent_purchase,46
394,EGGS,recent_purchase,46
394,FLUID MILK PRODUCTS,recent_purchase,46
394,FRUIT - SHELF STABLE,recent_purchase,46
394,HISPANIC,recent_purchase,46
394,HOUSEHOLD CLEANG NEEDS,recent_purchase,46
394,ICE CREAM/MILK/SHERBTS,recent_purchase,46
394,MAKEUP AND TREATMENT,recent_purchase,46
394,MILK BY-PRODUCTS,recent_purchase,46
394,MUSHROOMS,recent_purchase,46
394,PNT BTR/JELLY/JAMS,recent_purchase,46
394,POTATOES,recent_purchase,46
394,REFRGRATD JUICES/DRNKS,recent_purchase,46
394,SALAD BAR,recent_purchase,46
394,SALD DRSNG/SNDWCH SPRD,recent_purchase,46
394,SEAFOOD - FROZEN,recent_purchase,46
394,SOUP,recent_purchase,46
394,TOMATOES,recent_purchase,46
394,TROPICAL FRUIT,recent_purchase,46
394,VEGETABLES - ALL OTHERS,recent_purchase,46
394,VEGETABLES - SHELF STABLE,recent_purchase,46
394,VEGETABLES SALAD,recent_purchase,46
395,BAKED SWEET GOODS,recent_purchase,46
395,CANDY - CHECKLANE,recent_purchase,46
395,CANDY - PACKAGED,recent_purchase,46
395,CHEESE,recent_purchase,46
395,CRACKERS/MISC BKD FD,recent_purchase,46
395,FD WRAPS/BAGS/TRSH BG,recent_purchase,46
395,FLUID MILK PRODUCTS,recent_purchase,46
395,FRZN ICE,recent_purchase,46
395,HOT DOGS,recent_purchase,46
395,SNACK NUTS,recent_purchase,46
395,SOFT DRINKS,recent_purchase,46
395,TOMATOES,recent_purchase,46
396,BEEF,recent_purchase,46
396,BREAD,recent_purchase,46
396,CIGARETTES,recent_purchase,46
396,MEAT - MISC,recent_purchase,46
396,REFRGRATD JUICES/DRNKS,recent_purchase,46
396,SOFT DRINKS,recent_purchase,46
396,VEGETABLES - ALL OTHERS,recent_purchase,46
397,APPLES,recent_purchase,46
397,BAG SNACKS,recent_purchase,46
397,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
397,BAKING MIXES,recent_purchase,46
397,CANDY - PACKAGED,recent_purchase,46
397,CANNED JUICES,recent_purchase,46
397,CHEESE,recent_purchase,46
397,CHEESES,recent_purchase,46
397,COLD CEREAL,recent_purchase,46
397,COOKIES/CONES,recent_purchase,46
397,COUPON/MISC ITEMS,recent_purchase,46
397,CRACKERS/MISC BKD FD,recent_purchase,46
397,DELI MEATS,recent_purchase,46
397,EGGS,recent_purchase,46
397,FLUID MILK PRODUCTS,recent_purchase,46
397,FROZEN BREAD/DOUGH,recent_purchase,46
397,FROZEN PIZZA,recent_purchase,46
397,HAIR CARE PRODUCTS,recent_purchase,46
397,HOUSEHOLD CLEANG NEEDS,recent_purchase,46
397,LUNCHMEAT,recent_purchase,46
397,MAGAZINE,recent_purchase,46
397,MAKEUP AND TREATMENT,recent_purchase,46
397,MARGARINES,recent_purchase,46
397,MEAT - SHELF STABLE,recent_purchase,46
397,PAPER HOUSEWARES,recent_purchase,46
397,PASTA SAUCE,recent_purchase,46
397,REFRGRATD JUICES/DRNKS,recent_purchase,46
397,SALD DRSNG/SNDWCH SPRD,recent_purchase,46
397,SOFT DRINKS,recent_purchase,46
397,SOUP,recent_purchase,46
397,SPICES & EXTRACTS,recent_purchase,46
397,VEGETABLES - SHELF STABLE,recent_purchase,46
398,APPLES,recent_purchase,46
398,BAG SNACKS,recent_purchase,46
398,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
398,BAKING MIXES,recent_purchase,46
398,BEERS/ALES,recent_purchase,46
398,BREAKFAST SAUSAGE/SANDWICHES,recent_purchase,46
398,CHEESE,recent_purchase,46
398,CHEESES,recent_purchase,46
398,COLD CEREAL,recent_purchase,46
398,DELI MEATS,recent_purchase,46
398,EGGS,recent_purchase,46
398,FLUID MILK PRODUCTS,recent_purchase,46
398,ISOTONIC DRINKS,recent_purchase,46
398,MILK BY-PRODUCTS,recent_purchase,46
398,REFRGRATD JUICES/DRNKS,recent_purchase,46
398,SOUP,recent_purchase,46
398,TROPICAL FRUIT,recent_purchase,46
400,AIR CARE,recent_purchase,46
400,BAG SNACKS,recent_purchase,46
400,BAKED SWEET GOODS,recent_purchase,46
400,BAKING NEEDS,recent_purchase,46
400,BATH TISSUES,recent_purchase,46
400,BEEF,recent_purchase,46
400,BEERS/ALES,recent_purchase,46
400,CANDY - PACKAGED,recent_purchase,46
400,COFFEE,recent_purchase,46
400,CONDIMENTS/SAUCES,recent_purchase,46
400,CONVENIENT BRKFST/WHLSM SNACKS,recent_purchase,46
400,COOKIES/CONES,recent_purchase,46
400,CRACKERS/MISC BKD FD,recent_purchase,46
400,DELI MEATS,recent_purchase,46
400,DEODORANTS,recent_purchase,46
400,DINNER MXS:DRY,recent_purchase,46
400,DISHWASH DETERGENTS,recent_purchase,46
400,FLUID MILK PRODUCTS,recent_purchase,46
400,FROZEN BREAD/DOUGH,recent_purchase,46
400,FROZEN PIZZA,recent_purchase,46
400,HAIR CARE PRODUCTS,recent_purchase,46
400,HISPANIC,recent_purchase,46
400,IMPORTED WINE,recent_purchase,46
400,LAUNDRY DETERGENTS,recent_purchase,46
400,MEAT - SHELF STABLE,recent_purchase,46
400,PAPER HOUSEWARES,recent_purchase,46
400,PAPER TOWELS,recent_purchase,46
400,POPCORN,recent_purchase,46
400,PORK,recent_purchase,46
400,PROCESSED,recent_purchase,46
400,REFRGRATD DOUGH PRODUCTS,recent_purchase,46
400,REFRGRATD JUICES/DRNKS,recent_purchase,46
400,SALD DRSNG/SNDWCH SPRD,recent_purchase,46
400,SOFT DRINKS,recent_purchase,46
400,SOUP,recent_purchase,46
400,TROPICAL FRUIT,recent_purchase,46
400,VEGETABLES - SHELF STABLE,recent_purchase,46
400,VEGETABLES SALAD,recent_purchase,46
401,BEANS - CANNED GLASS & MW,recent_purchase,46
401,CANNED JUICES,recent_purchase,46
401,CITRUS,recent_purchase,46
401,ONIONS,recent_purchase,46
401,SOFT DRINKS,recent_purchase,46
401,VALUE ADDED FRUIT,recent_purchase,46
401,VEGETABLES - ALL OTHERS,recent_purchase,46
401,VEGETABLES - SHELF STABLE,recent_purchase,46
401,WATER - CARBONATED/FLVRD DRINK,recent_purchase,46
402,BACON,recent_purchase,46
402,BEEF,recent_purchase,46
402,BREAKFAST SAUSAGE/SANDWICHES,recent_purchase,46
402,CANDY - CHECKLANE,recent_purchase,46
402,CHEESE,recent_purchase,46
402,CHEESES,recent_purchase,46
402,CONDIMENTS/SAUCES,recent_purchase,46
402,COUPON/MISC ITEMS,recent_purchase,46
402,DELI MEATS,recent_purchase,46
402,HISPANIC,recent_purchase,46
402,KITCHEN GADGETS,recent_purchase,46
402,LUNCHMEAT,recent_purchase,46
402,MAGAZINE,recent_purchase,46
402,MAKEUP AND TREATMENT,recent_purchase,46
402,MILK BY-PRODUCTS,recent_purchase,46
402,PWDR/CRYSTL DRNK MX,recent_purchase,46
402,SALAD BAR,recent_purchase,46
402,SALD DRSNG/SNDWCH SPRD,recent_purchase,46
402,SOFT DRINKS,recent_purchase,46
402,SPICES & EXTRACTS,recent_purchase,46
402,VEGETABLES - SHELF STABLE,recent_purchase,46
404,BAG SNACKS,recent_purchase,46
404,BEEF,recent_purchase,46
404,BEERS/ALES,recent_purchase,46
404,CHEESE,recent_purchase,46
404,DRY NOODLES/PASTA,recent_purchase,46
404,FLUID MILK PRODUCTS,recent_purchase,46
404,FRZN MEAT/MEAT DINNERS,recent_purchase,46
404,HISPANIC,recent_purchase,46
404,MISCELLANEOUS,recent_purchase,46
404,PASTA SAUCE,recent_purchase,46
404,VEGETABLES - SHELF STABLE,recent_purchase,46
405,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
405,BAKING NEEDS,recent_purchase,46
405,CANDY - PACKAGED,recent_purchase,46
405,CHEESE,recent_purchase,46
405,CHICKEN,recent_purchase,46
405,CONDIMENTS/SAUCES,recent_purchase,46
405,COUPON/MISC ITEMS,recent_purchase,46
405,DINNER MXS:DRY,recent_purchase,46
405,DRY BN/VEG/POTATO/RICE,recent_purchase,46
405,FROZEN BREAD/DOUGH,recent_purchase,46
405,FRZN MEAT/MEAT DINNERS,recent_purchase,46
405,FRZN VEGETABLE/VEG DSH,recent_purchase,46
405,MARGARINES,recent_purchase,46
405,MILK BY-PRODUCTS,recent_purchase,46
405,PASTA SAUCE,recent_purchase,46
405,PORK,recent_purchase,46
405,SALADS/DIPS,recent_purchase,46
405,SOUP,recent_purchase,46
405,UNKNOWN_COMMODITY,recent_purchase,46
405,VEGETABLES SALAD,recent_purchase,46
405,YOGURT,recent_purchase,46
408,BAG SNACKS,recent_purchase,46
408,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
408,BAKED SWEET GOODS,recent_purchase,46
408,BATH TISSUES,recent_purchase,46
408,CIGARETTES,recent_purchase,46
408,COFFEE,recent_purchase,46
408,COOKIES/CONES,recent_purchase,46
408,DELI MEATS,recent_purchase,46
408,FLUID MILK PRODUCTS,recent_purchase,46
408,FROZEN PIZZA,recent_purchase,46
408,LAUNDRY DETERGENTS,recent_purchase,46
408,MAKEUP AND TREATMENT,recent_purchase,46
408,MEAT - SHELF STABLE,recent_purchase,46
408,PASTA SAUCE,recent_purchase,46
408,PORK,recent_purchase,46
408,SEAFOOD - FROZEN,recent_purchase,46
408,TROPICAL FRUIT,recent_purchase,46
409,APPLES,recent_purchase,46
409,BAG SNACKS,recent_purchase,46
409,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
409,BEEF,recent_purchase,46
409,CANDY - CHECKLANE,recent_purchase,46
409,CANDY - PACKAGED,recent_purchase,46
409,CHEESE,recent_purchase,46
409,CHICKEN,recent_purchase,46
409,COLD CEREAL,recent_purchase,46
409,CONVENIENT BRKFST/WHLSM SNACKS,recent_purchase,46
409,CRACKERS/MISC BKD FD,recent_purchase,46
409,DRY NOODLES/PASTA,recent_purchase,46
409,EGGS,recent_purchase,46
409,FLUID MILK PRODUCTS,recent_purchase,46
409,FRZN NOVELTIES/WTR ICE,recent_purchase,46
409,ICE CREAM/MILK/SHERBTS,recent_purchase,46
409,LUNCHMEAT,recent_purchase,46
409,MILK BY-PRODUCTS,recent_purchase,46
409,ONIONS,recent_purchase,46
409,PNT BTR/JELLY/JAMS,recent_purchase,46
409,SOFT DRINKS,recent_purchase,46
409,SOUP,recent_purchase,46
409,TROPICAL FRUIT,recent_purchase,46
409,VEGETABLES - ALL OTHERS,recent_purchase,46
410,BEEF,recent_purchase,46
410,BREAKFAST SAUSAGE/SANDWICHES,recent_purchase,46
410,BREAKFAST SWEETS,recent_purchase,46
410,CHEESE,recent_purchase,46
410,CHICKEN,recent_purchase,46
410,DINNER SAUSAGE,recent_purchase,46
410,DRY SAUCES/GRAVY,recent_purchase,46
410,FRZN NOVELTIES/WTR ICE,recent_purchase,46
410,ONIONS,recent_purchase,46
410,PNT BTR/JELLY/JAMS,recent_purchase,46
410,PORK,recent_purchase,46
410,REFRGRATD JUICES/DRNKS,recent_purchase,46
410,SPICES & EXTRACTS,recent_purchase,46
410,TOMATOES,recent_purchase,46
411,BAG SNACKS,recent_purchase,46
411,COUPON/MISC ITEMS,recent_purchase,46
411,MILK BY-PRODUCTS,recent_purchase,46
411,VEGETABLES SALAD,recent_purchase,46
412,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
412,BEEF,recent_purchase,46
412,BREAKFAST SAUSAGE/SANDWICHES,recent_purchase,46
412,BREAKFAST SWEETS,recent_purchase,46
412,CANDY - CHECKLANE,recent_purchase,46
412,CHEESE,recent_purchase,46
412,CHICKEN,recent_purchase,46
412,DRY BN/VEG/POTATO/RICE,recent_purchase,46
412,EGGS,recent_purchase,46
412,FLUID MILK PRODUCTS,recent_purchase,46
412,FRZN MEAT/MEAT DINNERS,recent_purchase,46
412,ISOTONIC DRINKS,recent_purchase,46
412,ONIONS,recent_purchase,46
412,PORK,recent_purchase,46
412,PREPARED FOOD,recent_purchase,46
412,REFRGRATD JUICES/DRNKS,recent_purchase,46
412,ROLLS,recent_purchase,46
412,SALAD BAR,recent_purchase,46
412,TROPICAL FRUIT,recent_purchase,46
413,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
413,BAKED SWEET GOODS,recent_purchase,46
413,BUTTER,recent_purchase,46
413,CANDY - CHECKLANE,recent_purchase,46
413,CANNED JUICES,recent_purchase,46
413,CHEESE,recent_purchase,46
413,CHEESES,recent_purchase,46
413,CHICKEN/POULTRY,recent_purchase,46
413,COOKIES,recent_purchase,46
413,EGGS,recent_purchase,46
413,FIRST AID PRODUCTS,recent_purchase,46
413,FLUID MILK PRODUCTS,recent_purchase,46
413,HAIR CARE PRODUCTS,recent_purchase,46
413,MAGAZINE,recent_purchase,46
413,PREPARED FOOD,recent_purchase,46
413,ROLLS,recent_purchase,46
413,SALADS/DIPS,recent_purchase,46
413,SOFT DRINKS,recent_purchase,46
413,TOMATOES,recent_purchase,46
413,TROPICAL FRUIT,recent_purchase,46
413,YOGURT,recent_purchase,46
414,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
414,BEEF,recent_purchase,46
414,BREAKFAST SAUSAGE/SANDWICHES,recent_purchase,46
414,CANDY - PACKAGED,recent_purchase,46
414,CANNED JUICES,recent_purchase,46
414,CHEESE,recent_purchase,46
414,CHICKEN,recent_purchase,46
414,COLD CEREAL,recent_purchase,46
414,CONDIMENTS/SAUCES,recent_purchase,46
414,CRACKERS/MISC BKD FD,recent_purchase,46
414,DINNER SAUSAGE,recent_purchase,46
414,EGGS,recent_purchase,46
414,FLUID MILK PRODUCTS,recent_purchase,46
414,HOT CEREAL,recent_purchase,46
414,HOT DOGS,recent_purchase,46
414,LUNCHMEAT,recent_purchase,46
414,MEAT - SHELF STABLE,recent_purchase,46
414,PNT BTR/JELLY/JAMS,recent_purchase,46
414,SOFT DRINKS,recent_purchase,46
417,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
417,BAKED SWEET GOODS,recent_purchase,46
417,BATH TISSUES,recent_purchase,46
417,BEEF,recent_purchase,46
417,BERRIES,recent_purchase,46
417,CAT FOOD,recent_purchase,46
417,FD WRAPS/BAGS/TRSH BG,recent_purchase,46
417,HOT DOGS,recent_purchase,46
417,PNT BTR/JELLY/JAMS,recent_purchase,46
417,TROPICAL FRUIT,recent_purchase,46
417,VEGETABLES - ALL OTHERS,recent_purchase,46
417,VEGETABLES - SHELF STABLE,recent_purchase,46
418,BAG SNACKS,recent_purchase,46
418,BAKING MIXES,recent_purchase,46
418,COUPON/MISC ITEMS,recent_purchase,46
418,FACIAL TISS/DNR NAPKIN,recent_purchase,46
418,FLUID MILK PRODUCTS,recent_purchase,46
418,FRZN BREAKFAST FOODS,recent_purchase,46
418,FRZN MEAT/MEAT DINNERS,recent_purchase,46
418,FRZN VEGETABLE/VEG DSH,recent_purchase,46
418,HAIR CARE PRODUCTS,recent_purchase,46
418,PNT BTR/JELLY/JAMS,recent_purchase,46
418,STATIONERY & SCHOOL SUPPLIES,recent_purchase,46
418,SUGARS/SWEETNERS,recent_purchase,46
419,BAG SNACKS,recent_purchase,46
419,BAKED SWEET GOODS,recent_purchase,46
419,BAKING MIXES,recent_purchase,46
419,CANDY - PACKAGED,recent_purchase,46
419,SOFT DRINKS,recent_purchase,46
419,WAREHOUSE SNACKS,recent_purchase,46
420,AIR CARE,recent_purchase,46
420,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
420,BATTERIES,recent_purchase,46
420,BEEF,recent_purchase,46
420,CANNED JUICES,recent_purchase,46
420,CHEESE,recent_purchase,46
420,CITRUS,recent_purchase,46
420,COLD CEREAL,recent_purchase,46
420,CRACKERS/MISC BKD FD,recent_purchase,46
420,DISHWASH DETERGENTS,recent_purchase,46
420,DRY NOODLES/PASTA,recent_purchase,46
420,EGGS,recent_purchase,46
420,FLUID MILK PRODUCTS,recent_purchase,46
420,FROZEN PIZZA,recent_purchase,46
420,FRZN MEAT/MEAT DINNERS,recent_purchase,46
420,GRAPES,recent_purchase,46
420,HOUSEHOLD CLEANG NEEDS,recent_purchase,46
420,LUNCHMEAT,recent_purchase,46
420,MAKEUP AND TREATMENT,recent_purchase,46
420,PASTA SAUCE,recent_purchase,46
420,PNT BTR/JELLY/JAMS,recent_purchase,46
420,PWDR/CRYSTL DRNK MX,recent_purchase,46
420,SALAD MIX,recent_purchase,46
420,SALD DRSNG/SNDWCH SPRD,recent_purchase,46
420,SEAFOOD - FROZEN,recent_purchase,46
420,SHORTENING/OIL,recent_purchase,46
420,SOFT DRINKS,recent_purchase,46
420,SOUP,recent_purchase,46
420,VALUE ADDED FRUIT,recent_purchase,46
420,VEGETABLES - SHELF STABLE,recent_purchase,46
420,YOGURT,recent_purchase,46
421,BACON,recent_purchase,46
421,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
421,BAKING MIXES,recent_purchase,46
421,BREAKFAST SAUSAGE/SANDWICHES,recent_purchase,46
421,CANDY - PACKAGED,recent_purchase,46
421,CHEESE,recent_purchase,46
421,CITRUS,recent_purchase,46
421,COUPON/MISC ITEMS,recent_purchase,46
421,CRACKERS/MISC BKD FD,recent_purchase,46
421,EGGS,recent_purchase,46
421,FLUID MILK PRODUCTS,recent_purchase,46
421,FRZN MEAT/MEAT DINNERS,recent_purchase,46
421,FRZN POTATOES,recent_purchase,46
421,GREETING CARDS/WRAP/PARTY SPLY,recent_purchase,46
421,HAIR CARE PRODUCTS,recent_purchase,46
421,ICE CREAM/MILK/SHERBTS,recent_purchase,46
421,MISC. DAIRY,recent_purchase,46
421,PNT BTR/JELLY/JAMS,recent_purchase,46
421,SOUP,recent_purchase,46
421,STATIONERY & SCHOOL SUPPLIES,recent_purchase,46
421,YOGURT,recent_purchase,46
424,BABY FOODS,recent_purchase,46
424,BABY HBC,recent_purchase,46
424,CAKES,recent_purchase,46
425,BAG SNACKS,recent_purchase,46
425,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
425,BEEF,recent_purchase,46
425,CHEESE,recent_purchase,46
425,COLD CEREAL,recent_purchase,46
425,CRACKERS/MISC BKD FD,recent_purchase,46
425,DINNER MXS:DRY,recent_purchase,46
425,DRY NOODLES/PASTA,recent_purchase,46
425,EGGS,recent_purchase,46
425,FLUID MILK PRODUCTS,recent_purchase,46
425,FROZEN PIZZA,recent_purchase,46
425,GRAPES,recent_purchase,46
425,ICE CREAM/MILK/SHERBTS,recent_purchase,46
425,LUNCHMEAT,recent_purchase,46
425,MEAT - SHELF STABLE,recent_purchase,46
425,PASTA SAUCE,recent_purchase,46
425,PWDR/CRYSTL DRNK MX,recent_purchase,46
425,REFRGRATD JUICES/DRNKS,recent_purchase,46
425,SALAD MIX,recent_purchase,46
425,SALD DRSNG/SNDWCH SPRD,recent_purchase,46
425,SOFT DRINKS,recent_purchase,46
425,SOUP,recent_purchase,46
425,YOGURT,recent_purchase,46
426,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
426,BEEF,recent_purchase,46
426,BREAD,recent_purchase,46
426,CAKES,recent_purchase,46
426,CANDY - CHECKLANE,recent_purchase,46
426,CANNED JUICES,recent_purchase,46
426,CHICKEN/POULTRY,recent_purchase,46
426,CITRUS,recent_purchase,46
426,COFFEE,recent_purchase,46
426,CONDIMENTS/SAUCES,recent_purchase,46
426,COUPON/MISC ITEMS,recent_purchase,46
426,CRACKERS/MISC BKD FD,recent_purchase,46
426,FLUID MILK PRODUCTS,recent_purchase,46
426,FRUIT - SHELF STABLE,recent_purchase,46
426,FRZN NOVELTIES/WTR ICE,recent_purchase,46
426,FRZN VEGETABLE/VEG DSH,recent_purchase,46
426,HISPANIC,recent_purchase,46
426,LUNCHMEAT,recent_purchase,46
426,MEAT - SHELF STABLE,recent_purchase,46
426,MILK BY-PRODUCTS,recent_purchase,46
426,ONIONS,recent_purchase,46
426,PREPARED FOOD,recent_purchase,46
426,PROCESSED,recent_purchase,46
426,SALAD MIX,recent_purchase,46
426,SEAFOOD - FROZEN,recent_purchase,46
426,SEAFOOD-FRESH,recent_purchase,46
426,SNACK NUTS,recent_purchase,46
426,SOFT DRINKS,recent_purchase,46
426,SOUP,recent_purchase,46
426,TROPICAL FRUIT,recent_purchase,46
426,VEGETABLES - ALL OTHERS,recent_purchase,46
426,VEGETABLES - SHELF STABLE,recent_purchase,46
426,VEGETABLES SALAD,recent_purchase,46
426,YOGURT,recent_purchase,46
427,CANNED JUICES,recent_purchase,46
427,CIGARETTES,recent_purchase,46
427,COLD AND FLU,recent_purchase,46
427,FLUID MILK PRODUCTS,recent_purchase,46
427,ROLLS,recent_purchase,46
427,SOAP - LIQUID & BAR,recent_purchase,46
427,STATIONERY & SCHOOL SUPPLIES,recent_purchase,46
427,TROPICAL FRUIT,recent_purchase,46
428,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
428,BAKING MIXES,recent_purchase,46
428,BEEF,recent_purchase,46
428,CANDY - CHECKLANE,recent_purchase,46
428,CANNED JUICES,recent_purchase,46
428,CHEESE,recent_purchase,46
428,COLD AND FLU,recent_purchase,46
428,CONDIMENTS/SAUCES,recent_purchase,46
428,EGGS,recent_purchase,46
428,FLUID MILK PRODUCTS,recent_purchase,46
428,FROZEN PIZZA,recent_purchase,46
428,ICE CREAM/MILK/SHERBTS,recent_purchase,46
428,MILK BY-PRODUCTS,recent_purchase,46
428,ONIONS,recent_purchase,46
428,SALD DRSNG/SNDWCH SPRD,recent_purchase,46
428,SOFT DRINKS,recent_purchase,46
428,TOMATOES,recent_purchase,46
428,VEGETABLES - SHELF STABLE,recent_purchase,46
428,WATER - CARBONATED/FLVRD DRINK,recent_purchase,46
429,BREAKFAST SWEETS,recent_purchase,46
429,COLD AND FLU,recent_purchase,46
429,STATIONERY & SCHOOL SUPPLIES,recent_purchase,46
430,BABY FOODS,recent_purchase,46
430,COCOA MIXES,recent_purchase,46
430,COFFEE,recent_purchase,46
430,DINNER MXS:DRY,recent_purchase,46
430,DISHWASH DETERGENTS,recent_purchase,46
430,FLUID MILK PRODUCTS,recent_purchase,46
430,ICE CREAM/MILK/SHERBTS,recent_purchase,46
430,PAPER TOWELS,recent_purchase,46
430,SOFT DRINKS,recent_purchase,46
431,AIR CARE,recent_purchase,46
431,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
431,FLUID MILK PRODUCTS,recent_purchase,46
431,LUNCHMEAT,recent_purchase,46
432,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
432,BEEF,recent_purchase,46
432,BEERS/ALES,recent_purchase,46
432,CAT FOOD,recent_purchase,46
432,CHICKEN,recent_purchase,46
432,CIGARETTES,recent_purchase,46
432,DINNER MXS:DRY,recent_purchase,46
432,DRY NOODLES/PASTA,recent_purchase,46
432,HISPANIC,recent_purchase,46
432,LUNCHMEAT,recent_purchase,46
432,ONIONS,recent_purchase,46
432,REFRGRATD JUICES/DRNKS,recent_purchase,46
432,SOFT DRINKS,recent_purchase,46
432,SOUP,recent_purchase,46
432,VEGETABLES - ALL OTHERS,recent_purchase,46
432,VEGETABLES - SHELF STABLE,recent_purchase,46
433,APPLES,recent_purchase,46
433,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
433,BREAD,recent_purchase,46
433,EGGS,recent_purchase,46
433,FLUID MILK PRODUCTS,recent_purchase,46
433,FRZN VEGETABLE/VEG DSH,recent_purchase,46
433,NEWSPAPER,recent_purchase,46
433,REFRGRATD JUICES/DRNKS,recent_purchase,46
433,SPICES & EXTRACTS,recent_purchase,46
433,VEGETABLES - SHELF STABLE,recent_purchase,46
433,VEGETABLES SALAD,recent_purchase,46
433,WATER - CARBONATED/FLVRD DRINK,recent_purchase,46
434,BAG SNACKS,recent_purchase,46
434,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
434,BAKING MIXES,recent_purchase,46
434,BATH TISSUES,recent_purchase,46
434,CANNED JUICES,recent_purchase,46
434,CHEESE,recent_purchase,46
434,COLD AND FLU,recent_purchase,46
434,COLD CEREAL,recent_purchase,46
434,CONVENIENT BRKFST/WHLSM SNACKS,recent_purchase,46
434,DINNER SAUSAGE,recent_purchase,46
434,DRY NOODLES/PASTA,recent_purchase,46
434,FD WRAPS/BAGS/TRSH BG,recent_purchase,46
434,FLUID MILK PRODUCTS,recent_purchase,46
434,FROZEN MEAT,recent_purchase,46
434,FRZN BREAKFAST FOODS,recent_purchase,46
434,FRZN MEAT/MEAT DINNERS,recent_purchase,46
434,ONIONS,recent_purchase,46
434,PAPER TOWELS,recent_purchase,46
434,PORK,recent_purchase,46
434,REFRGRATD DOUGH PRODUCTS,recent_purchase,46
434,REFRGRATD JUICES/DRNKS,recent_purchase,46
434,SINUS AND ALLERGY,recent_purchase,46
434,SOFT DRINKS,recent_purchase,46
434,SOUP,recent_purchase,46
434,SUGARS/SWEETNERS,recent_purchase,46
434,TROPICAL FRUIT,recent_purchase,46
434,WAREHOUSE SNACKS,recent_purchase,46
436,APPLES,recent_purchase,46
436,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
436,CARROTS,recent_purchase,46
436,CRACKERS/MISC BKD FD,recent_purchase,46
436,FLUID MILK PRODUCTS,recent_purchase,46
436,GRAPES,recent_purchase,46
436,HISPANIC,recent_purchase,46
436,MEAT - MISC,recent_purchase,46
436,MILK BY-PRODUCTS,recent_purchase,46
436,POTATOES,recent_purchase,46
